Request_ID,Department,Request_Type,Priority,Channel,First_Response_Time,Number_of_Interactions,Escalated,Resolution_Time,Satisfaction_Score,Status
ADM08602,IT,Accommodation Request,Critical,Portal,1.17,5,0,32.23,3,Resolved
ADM08603,Student Affairs,Fee Statement,High,Phone,3.31,3,0,25.52,3,Resolved
ADM08604,Registrar,Student ID Issue,Medium,Email,8.62,6,0,25.41,3,Resolved
ADM08605,Admissions,Payment Issue,High,Helpdesk,1.64,6,0,34.64,4,Resolved
ADM08606,Admissions,Password Reset,High,Email,0.77,4,0,9.53,3,Resolved
ADM08607,IT,Portal Access,High,Phone,0.9,4,0,10.97,4,Resolved
ADM08608,Finance,Transcript Request,High,Email,2.74,4,0,26.58,3,Pending
ADM08609,IT,Transcript Request,High,Portal,4.65,4,1,35.23,2,Resolved
ADM08610,Student Affairs,Student ID Issue,Low,Portal,23.64,2,0,33.95,3,Resolved
ADM08611,Admissions,Password Reset,Medium,Phone,3.64,4,0,12.37,4,Resolved
ADM08612,Academic Affairs,Accommodation Request,High,Walk-in,1.18,4,0,29.39,4,Resolved
ADM08613,Academic Affairs,Exam or Assessment Issue,Low,Walk-in,11.07,5,0,39.55,4,Resolved
ADM08614,Registrar,Graduation Clearance,Low,Portal,13.28,1,0,45.41,4,Resolved
ADM08615,Finance,Accommodation Request,Medium,Email,8.46,2,0,32.85,4,Resolved
ADM08616,Academic Affairs,Password Reset,Medium,Portal,8.2,5,0,18.58,5,Resolved
ADM08617,Academic Affairs,Exam or Assessment Issue,Low,Portal,22.45,4,0,49.28,3,Resolved
ADM08618,Registrar,Library Issue,Medium,Email,8.86,5,0,24.42,2,Pending
ADM08619,Registrar,Student ID Issue,Medium,Email,5.51,2,0,15.16,4,Resolved
ADM08620,Registrar,Fee Statement,Low,Portal,4.38,2,0,21.87,3,Resolved
ADM08621,Academic Affairs,Course Registration,High,Email,1.56,2,0,20.99,3,Resolved
ADM08622,Registrar,Password Reset,High,Portal,3.25,3,0,11.09,3,Resolved
ADM08623,Admissions,Library Issue,Medium,Walk-in,6.01,3,0,18.24,3,Resolved
ADM08624,Student Affairs,Transcript Request,Medium,Portal,3.92,2,0,20.45,5,Resolved
ADM08625,Registrar,Accommodation Request,High,Helpdesk,1.09,4,0,35.34,3,Resolved
ADM08626,IT,Payment Issue,High,Email,1.47,3,0,44.1,4,Resolved
ADM08627,Finance,Student ID Issue,Low,Email,9.19,2,0,15.43,5,Resolved
ADM08628,Student Affairs,Exam or Assessment Issue,High,Phone,4.4,2,1,39.3,3,Resolved
ADM08629,Finance,Accommodation Request,High,Helpdesk,3.7,4,0,34.16,4,Resolved
ADM08630,IT,Fee Statement,High,Phone,2.99,6,0,29.72,2,Resolved
ADM08631,IT,Library Issue,Low,Phone,4.42,2,0,17.03,3,Resolved
ADM08632,Finance,Exam or Assessment Issue,Low,Walk-in,20.42,3,1,55.13,3,Resolved
ADM08633,Registrar,Transcript Request,Medium,Phone,6.42,2,0,25.76,3,Resolved
ADM08634,Admissions,Fee Statement,Low,Walk-in,16.55,4,1,48.59,1,Escalated
ADM08635,Finance,Course Registration,Low,Helpdesk,5.31,4,0,21.88,5,Resolved
ADM08636,Library,Application Issue,Low,Email,20.3,7,0,48.59,1,Resolved
ADM08637,Library,Payment Issue,High,Helpdesk,4.24,1,0,36.33,3,Resolved
ADM08638,Admissions,Course Registration,Low,Email,21.67,4,0,43.24,2,Resolved
ADM08639,IT,Student ID Issue,Low,Helpdesk,14.56,1,0,19.36,4,Resolved
ADM08640,IT,Accommodation Request,High,Email,2.27,3,0,29.45,2,Pending
ADM08641,Student Affairs,Portal Access,Low,Portal,5.46,7,0,17.43,3,Resolved
ADM08642,Admissions,Portal Access,Medium,Helpdesk,3.55,5,0,23.41,3,Resolved
ADM08643,Finance,Exam or Assessment Issue,Medium,Email,3.8,4,0,33.84,4,Resolved
ADM08644,Finance,Transcript Request,Critical,Phone,0.31,2,0,14.29,5,Resolved
ADM08645,Admissions,Password Reset,High,Portal,1.19,3,0,9.37,5,Resolved
ADM08646,Admissions,Graduation Clearance,Medium,Email,9.09,5,0,50.24,1,Resolved
ADM08647,Admissions,Graduation Clearance,High,Helpdesk,2.95,3,0,31.85,3,Resolved
ADM08648,Registrar,Accommodation Request,Medium,Email,8.12,1,1,46.06,3,Resolved
ADM08649,IT,Portal Access,High,Walk-in,1.74,5,1,21.75,5,Resolved
ADM08650,Registrar,Exam or Assessment Issue,Medium,Portal,3.08,5,0,30.81,4,Resolved
ADM08651,Registrar,Library Issue,Medium,Walk-in,4.99,3,0,17.37,3,Resolved
ADM08652,Admissions,Graduation Clearance,Medium,Walk-in,8.34,5,0,46.12,2,Resolved
ADM08653,Finance,Application Issue,Medium,Phone,4.38,3,0,25.93,3,Resolved
ADM08654,IT,Transcript Request,High,Helpdesk,1.42,3,0,23.81,5,Resolved
ADM08655,Finance,Payment Issue,Low,Email,4.45,6,0,45.61,2,Pending
ADM08656,Admissions,Graduation Clearance,Medium,Walk-in,6.99,4,0,42.17,2,Resolved
ADM08657,Admissions,Course Registration,High,Phone,2.46,4,0,22.92,3,Resolved
ADM08658,Registrar,Course Registration,Low,Portal,9.18,3,0,26.14,4,Resolved
ADM08659,Registrar,Portal Access,Medium,Portal,6.16,3,0,19.32,3,Resolved
ADM08660,Student Affairs,Transcript Request,High,Phone,3.65,4,1,30.35,3,Resolved
ADM08661,Admissions,Portal Access,High,Phone,1.61,2,0,6.43,4,Resolved
ADM08662,Admissions,Course Registration,Low,Email,16.18,4,0,32.8,3,Resolved
ADM08663,Registrar,Exam or Assessment Issue,Medium,Email,4.08,4,0,31.48,4,Resolved
ADM08664,Admissions,Student ID Issue,Low,Email,23.73,7,1,46.59,2,Escalated
ADM08665,IT,Fee Statement,Medium,Email,7.86,5,0,32.88,2,Resolved
ADM08666,IT,Accommodation Request,Low,Email,16.05,4,0,47.09,3,Resolved
ADM08667,IT,Transcript Request,Medium,Portal,3.38,3,0,22.53,3,Resolved
ADM08668,Registrar,Library Issue,High,Portal,3.14,5,0,15.99,5,Resolved
ADM08669,Finance,Portal Access,Medium,Helpdesk,8.4,4,0,17.32,3,Resolved
ADM08670,Student Affairs,Graduation Clearance,High,Phone,3.82,5,0,37.98,2,Resolved
ADM08671,Academic Affairs,Portal Access,Medium,Email,8.22,3,0,17.45,5,Resolved
ADM08672,Registrar,Password Reset,Medium,Email,4.54,5,0,16.14,3,Resolved
ADM08673,Admissions,Application Issue,Medium,Phone,4.63,3,0,24.52,4,Resolved
ADM08674,Registrar,Graduation Clearance,Medium,Walk-in,6.31,3,0,39.15,4,Resolved
ADM08675,Registrar,Exam or Assessment Issue,Medium,Phone,4.23,4,0,28.98,2,Resolved
ADM08676,Finance,Payment Issue,High,Phone,1.01,6,1,50.32,1,Resolved
ADM08677,Registrar,Portal Access,High,Email,2.58,6,0,22.36,3,Resolved
ADM08678,IT,Library Issue,High,Portal,0.51,6,0,15.25,4,Resolved
ADM08679,Admissions,Payment Issue,Medium,Phone,8.09,5,0,43.82,4,Resolved
ADM08680,Registrar,Application Issue,Low,Email,18.99,5,0,47.3,4,Resolved
ADM08681,Registrar,Password Reset,High,Portal,2.98,5,0,15.41,4,Pending
ADM08682,Library,Portal Access,Medium,Email,7.98,1,0,15.67,4,Resolved
ADM08683,Registrar,Payment Issue,High,Portal,3.31,4,0,43.65,3,Resolved
ADM08684,IT,Payment Issue,High,Portal,3.64,5,1,47.75,2,Resolved
ADM08685,Finance,Student ID Issue,High,Portal,0.79,4,0,11.53,5,Resolved
ADM08686,IT,Payment Issue,Medium,Portal,9.05,4,1,54.28,3,Resolved
ADM08687,Finance,Course Registration,High,Portal,3.4,3,1,31.17,2,Escalated
ADM08688,Registrar,Application Issue,High,Helpdesk,3.25,6,0,29.77,3,Resolved
ADM08689,Finance,Library Issue,Medium,Phone,5.1,2,0,19.19,4,Resolved
ADM08690,Registrar,Password Reset,High,Walk-in,0.63,6,1,21.71,4,Resolved
ADM08691,Admissions,Application Issue,Low,Email,22.03,2,0,45.04,3,Resolved
ADM08692,IT,Fee Statement,Medium,Portal,9.89,5,0,32.54,3,Resolved
ADM08693,Finance,Exam or Assessment Issue,High,Email,4.14,4,0,35.15,2,Resolved
ADM08694,Registrar,Course Registration,Low,Email,22.3,5,0,42.73,3,Resolved
ADM08695,Admissions,Password Reset,Medium,Portal,2.97,5,0,8.55,3,Resolved
ADM08696,IT,Exam or Assessment Issue,Medium,Portal,3.03,2,0,28.69,4,Pending
ADM08697,Academic Affairs,Fee Statement,Medium,Portal,9.04,1,0,29.24,2,Resolved
ADM08698,IT,Payment Issue,Medium,Helpdesk,2.46,4,0,41.47,2,Pending
ADM08699,Admissions,Application Issue,Critical,Walk-in,0.37,6,0,29.56,2,Resolved
ADM08700,IT,Graduation Clearance,Medium,Email,8.53,3,0,42.6,3,Resolved
ADM08701,Academic Affairs,Library Issue,High,Phone,3.01,1,1,21.59,4,Escalated
ADM08702,Student Affairs,Password Reset,High,Portal,2.26,4,1,17.03,4,Resolved
ADM08703,Finance,Accommodation Request,Medium,Walk-in,6.43,2,1,42.11,4,Resolved
ADM08704,Finance,Exam or Assessment Issue,Low,Portal,21.57,4,0,52.77,1,Resolved
ADM08705,Finance,Fee Statement,Medium,Email,8.06,4,0,35.36,4,Resolved
ADM08706,Admissions,Exam or Assessment Issue,Critical,Phone,1.44,5,0,27.67,4,Resolved
ADM08707,Library,Student ID Issue,Medium,Portal,9.82,6,0,20.12,3,Resolved
ADM08708,Admissions,Course Registration,Medium,Helpdesk,6.17,6,0,25.28,3,Pending
ADM08709,Registrar,Course Registration,Critical,Email,0.21,6,1,27.09,2,Resolved
ADM08710,IT,Graduation Clearance,High,Phone,2.43,3,0,44.33,2,Resolved
ADM08711,Library,Student ID Issue,High,Portal,0.93,3,0,13.08,4,Resolved
ADM08712,Finance,Course Registration,Critical,Portal,0.41,7,0,25.62,4,Resolved
ADM08713,IT,Transcript Request,Low,Walk-in,9.1,2,0,30.02,3,Resolved
ADM08714,Admissions,Transcript Request,High,Walk-in,2.22,2,0,18.41,4,Resolved
ADM08715,Student Affairs,Password Reset,Medium,Phone,5.85,6,0,11.79,4,Resolved
ADM08716,Student Affairs,Accommodation Request,Medium,Email,3.36,4,0,36.46,2,Resolved
ADM08717,Admissions,Library Issue,Medium,Portal,4.49,4,0,17.03,4,Resolved
ADM08718,IT,Payment Issue,Low,Email,9.53,4,0,49.01,3,Resolved
ADM08719,Student Affairs,Transcript Request,Medium,Portal,4.92,3,1,28.72,2,Escalated
ADM08720,Admissions,Fee Statement,Low,Phone,6.16,2,0,25.38,3,Resolved
ADM08721,Finance,Student ID Issue,Low,Portal,11.95,2,0,20.36,3,Resolved
ADM08722,Library,Application Issue,Medium,Phone,6.43,1,0,28.91,2,Resolved
ADM08723,Finance,Accommodation Request,High,Portal,0.94,4,0,29.59,2,Resolved
ADM08724,Finance,Library Issue,Medium,Portal,6.17,4,0,20.69,3,Resolved
ADM08725,Student Affairs,Graduation Clearance,Medium,Portal,8.05,5,0,42.45,3,Resolved
ADM08726,IT,Fee Statement,High,Portal,0.54,3,0,28.97,2,Resolved
ADM08727,Admissions,Accommodation Request,Medium,Portal,2.38,6,1,47.2,4,Resolved
ADM08728,Registrar,Student ID Issue,High,Email,2.6,4,0,20.26,4,Resolved
ADM08729,Finance,Fee Statement,High,Walk-in,4.43,5,0,31.27,3,Resolved
ADM08730,Finance,Student ID Issue,Medium,Helpdesk,9.98,4,0,23.92,5,Resolved
ADM08731,Registrar,Graduation Clearance,Critical,Walk-in,0.37,1,0,26.86,4,Resolved
ADM08732,Library,Library Issue,High,Portal,0.58,7,0,20.86,4,Resolved
ADM08733,Finance,Course Registration,Medium,Portal,3.83,4,0,21.29,3,Pending
ADM08734,Admissions,Payment Issue,High,Portal,2.6,2,0,41.99,2,Resolved
ADM08735,Finance,Payment Issue,High,Email,3.07,4,0,38.34,4,Pending
ADM08736,Academic Affairs,Portal Access,Medium,Portal,9.79,6,0,27.28,3,Resolved
ADM08737,Finance,Graduation Clearance,High,Helpdesk,4.5,4,0,30.51,4,Resolved
ADM08738,Registrar,Graduation Clearance,Medium,Email,6.5,7,0,44.79,4,Resolved
ADM08739,Registrar,Transcript Request,Critical,Portal,0.85,2,0,18.98,4,Resolved
ADM08740,IT,Password Reset,High,Helpdesk,1.95,2,0,7.64,4,Resolved
ADM08741,IT,Application Issue,High,Portal,3.08,1,0,24.67,4,Resolved
ADM08742,Admissions,Student ID Issue,Low,Phone,18.43,8,0,41.38,3,Resolved
ADM08743,Admissions,Portal Access,Medium,Walk-in,5.85,2,0,15.06,3,Resolved
ADM08744,Registrar,Exam or Assessment Issue,High,Portal,1.87,4,0,30.07,3,Resolved
ADM08745,Admissions,Portal Access,High,Phone,3.26,5,0,16.92,5,Resolved
ADM08746,Admissions,Graduation Clearance,High,Portal,3.01,5,0,36.46,3,Resolved
ADM08747,Registrar,Exam or Assessment Issue,High,Phone,2.42,4,0,29.5,3,Resolved
ADM08748,Registrar,Portal Access,Medium,Email,7.99,3,0,16.07,3,Pending
ADM08749,Registrar,Student ID Issue,High,Email,1.77,3,0,13.82,4,Resolved
ADM08750,Registrar,Graduation Clearance,Low,Phone,13.7,3,0,38.92,2,Pending
ADM08751,IT,Library Issue,Medium,Portal,9.52,5,0,26.18,2,Pending
ADM08752,Registrar,Student ID Issue,Low,Walk-in,18.46,6,0,31.73,3,Resolved
ADM08753,Finance,Payment Issue,High,Portal,2.25,6,0,43.87,3,Pending
ADM08754,Registrar,Student ID Issue,High,Walk-in,2.96,4,0,17.71,4,Resolved
ADM08755,Academic Affairs,Library Issue,Medium,Email,5.24,6,1,32.17,2,Resolved
ADM08756,Student Affairs,Accommodation Request,Medium,Helpdesk,2.9,2,0,23.82,5,Resolved
ADM08757,Finance,Payment Issue,Critical,Portal,0.8,5,0,37.58,4,Pending
ADM08758,Finance,Course Registration,Medium,Email,8.88,4,1,33.11,4,Resolved
ADM08759,Registrar,Fee Statement,Medium,Walk-in,5.69,1,0,24.98,2,Resolved
ADM08760,Admissions,Course Registration,Medium,Helpdesk,6.68,4,0,25.15,2,Pending
ADM08761,Registrar,Password Reset,High,Helpdesk,1.32,4,0,8.97,5,Resolved
ADM08762,IT,Graduation Clearance,Critical,Email,0.84,7,0,38.5,3,Resolved
ADM08763,Admissions,Course Registration,Medium,Phone,9.43,9,0,34.9,2,Pending
ADM08764,Student Affairs,Exam or Assessment Issue,Low,Portal,10.28,3,0,35.97,4,Resolved
ADM08765,Registrar,Payment Issue,Low,Phone,9.01,3,0,47.59,2,Resolved
ADM08766,Library,Course Registration,Low,Portal,5.12,6,0,28.7,3,Resolved
ADM08767,Library,Transcript Request,Medium,Portal,2.78,2,1,28.82,3,Resolved
ADM08768,Registrar,Exam or Assessment Issue,High,Helpdesk,3.13,6,1,39.5,2,Resolved
ADM08769,Finance,Course Registration,High,Helpdesk,3.47,2,1,32.99,4,Resolved
ADM08770,Registrar,Application Issue,Critical,Walk-in,1.35,3,0,27.12,2,Resolved
ADM08771,Finance,Password Reset,High,Phone,2.93,7,0,12.81,3,Resolved
ADM08772,Finance,Fee Statement,Medium,Phone,5.93,3,1,33.4,3,Escalated
ADM08773,IT,Library Issue,Medium,Email,2.58,2,1,22.98,4,Resolved
ADM08774,Admissions,Application Issue,Medium,Phone,8.73,1,0,30.27,4,Resolved
ADM08775,Academic Affairs,Application Issue,Low,Phone,14.26,5,0,42.88,3,Resolved
ADM08776,Registrar,Application Issue,Medium,Portal,3.06,6,0,35.18,4,Resolved
ADM08777,Academic Affairs,Library Issue,Medium,Walk-in,3.09,4,0,16.4,5,Resolved
ADM08778,Finance,Transcript Request,Medium,Walk-in,6.1,1,0,20.62,3,Resolved
ADM08779,Library,Transcript Request,Medium,Helpdesk,3.96,5,0,28.72,3,Pending
ADM08780,Finance,Graduation Clearance,Medium,Portal,9.38,5,0,43.73,2,Resolved
ADM08781,Registrar,Library Issue,Medium,Portal,5.99,6,1,34.47,2,Resolved
ADM08782,Student Affairs,Accommodation Request,Medium,Helpdesk,9.83,4,1,48.67,1,Escalated
ADM08783,Finance,Exam or Assessment Issue,Low,Portal,18.68,7,0,52.26,2,Resolved
ADM08784,IT,Graduation Clearance,High,Walk-in,4.15,5,0,37.27,4,Resolved
ADM08785,IT,Student ID Issue,Medium,Helpdesk,5.11,6,0,21.78,5,Pending
ADM08786,Admissions,Student ID Issue,High,Phone,1.1,2,1,22.39,3,Resolved
ADM08787,Admissions,Transcript Request,Low,Helpdesk,17.79,3,0,39.39,3,Resolved
ADM08788,Library,Payment Issue,Medium,Portal,5.26,5,0,42.63,3,Resolved
ADM08789,Registrar,Library Issue,Medium,Email,9.59,3,0,22.55,4,Resolved
ADM08790,IT,Transcript Request,Low,Email,7.87,4,0,28.48,4,Resolved
ADM08791,Student Affairs,Payment Issue,Medium,Phone,7.01,2,1,49.11,2,Resolved
ADM08792,Registrar,Student ID Issue,High,Email,4.4,4,0,11.68,3,Resolved
ADM08793,Registrar,Course Registration,Medium,Phone,5.22,7,0,22.28,5,Pending
ADM08794,IT,Transcript Request,Low,Email,23.07,4,0,43.1,4,Resolved
ADM08795,Admissions,Password Reset,Medium,Helpdesk,2.61,3,1,16.59,3,Escalated
ADM08796,Admissions,Course Registration,Medium,Email,6.7,6,0,23.39,4,Resolved
ADM08797,Registrar,Graduation Clearance,High,Portal,4.0,4,0,37.81,4,Resolved
ADM08798,Admissions,Course Registration,High,Phone,1.41,4,0,25.02,2,Resolved
ADM08799,Registrar,Transcript Request,Low,Walk-in,5.16,2,0,19.84,3,Resolved
ADM08800,Admissions,Payment Issue,Medium,Portal,2.64,3,0,42.05,3,Resolved
ADM08801,Library,Password Reset,Medium,Helpdesk,4.55,4,1,20.61,5,Escalated
ADM08802,Finance,Payment Issue,Medium,Portal,3.79,5,0,43.26,2,Resolved
ADM08803,Admissions,Application Issue,Medium,Email,3.79,7,0,30.63,4,Resolved
ADM08804,Academic Affairs,Payment Issue,Medium,Portal,5.67,2,1,52.68,1,Resolved
ADM08805,IT,Payment Issue,Low,Phone,5.7,2,1,48.01,3,Resolved
ADM08806,Student Affairs,Accommodation Request,Low,Portal,23.91,5,0,59.09,1,Resolved
ADM08807,Admissions,Portal Access,Medium,Phone,7.57,3,0,16.22,3,Pending
ADM08808,Library,Graduation Clearance,Medium,Portal,2.24,7,0,38.57,2,Resolved
ADM08809,Registrar,Fee Statement,Low,Email,17.84,5,0,38.54,3,Resolved
ADM08810,Registrar,Portal Access,Medium,Email,8.33,7,0,25.69,4,Pending
ADM08811,Registrar,Password Reset,Low,Helpdesk,7.82,8,0,22.2,5,Resolved
ADM08812,Admissions,Password Reset,Low,Walk-in,20.81,2,0,25.17,4,Resolved
ADM08813,Student Affairs,Library Issue,Medium,Email,6.89,6,0,19.55,3,Resolved
ADM08814,Finance,Payment Issue,Low,Email,20.42,3,0,55.53,2,Resolved
ADM08815,IT,Course Registration,High,Portal,3.73,7,0,26.82,4,Resolved
ADM08816,IT,Portal Access,Low,Walk-in,18.09,8,0,30.07,4,Resolved
ADM08817,IT,Library Issue,High,Email,1.21,4,0,18.55,5,Resolved
ADM08818,Finance,Application Issue,Medium,Portal,4.53,1,1,32.71,3,Escalated
ADM08819,IT,Fee Statement,High,Email,2.85,5,1,37.1,4,Resolved
ADM08820,Finance,Payment Issue,Low,Phone,6.25,3,1,44.36,4,Escalated
ADM08821,Registrar,Library Issue,High,Email,2.65,6,0,19.46,3,Resolved
ADM08822,Academic Affairs,Portal Access,High,Email,2.5,6,1,23.4,3,Resolved
ADM08823,Registrar,Application Issue,Low,Phone,8.64,1,0,33.37,3,Pending
ADM08824,Registrar,Accommodation Request,Medium,Portal,3.6,2,1,38.2,4,Resolved
ADM08825,Student Affairs,Student ID Issue,Medium,Walk-in,3.98,4,0,14.66,4,Resolved
ADM08826,Finance,Fee Statement,High,Email,3.22,1,0,27.08,2,Resolved
ADM08827,IT,Password Reset,Medium,Portal,5.32,4,0,14.53,3,Resolved
ADM08828,Finance,Accommodation Request,Medium,Email,5.31,9,1,51.53,2,Escalated
ADM08829,Finance,Exam or Assessment Issue,Medium,Phone,3.45,1,0,22.73,3,Resolved
ADM08830,Finance,Exam or Assessment Issue,Medium,Email,8.3,2,0,33.44,4,Pending
ADM08831,Finance,Graduation Clearance,Medium,Email,7.6,4,0,39.59,3,Resolved
ADM08832,Admissions,Payment Issue,Medium,Portal,5.43,2,0,37.6,4,Resolved
ADM08833,IT,Student ID Issue,Low,Portal,6.84,7,0,23.25,5,Pending
ADM08834,Admissions,Student ID Issue,Low,Portal,18.29,7,0,40.59,3,Resolved
ADM08835,Academic Affairs,Fee Statement,High,Portal,4.54,4,0,26.24,2,Resolved
ADM08836,Registrar,Course Registration,High,Portal,1.3,3,0,18.15,5,Resolved
ADM08837,Admissions,Accommodation Request,Medium,Email,6.82,5,0,35.1,2,Pending
ADM08838,IT,Course Registration,High,Portal,2.41,4,0,23.52,5,Resolved
ADM08839,Academic Affairs,Transcript Request,Medium,Email,2.7,4,0,22.92,4,Resolved
ADM08840,Registrar,Accommodation Request,Medium,Email,7.81,2,0,31.29,4,Resolved
ADM08841,IT,Application Issue,High,Email,0.82,3,0,24.23,2,Resolved
ADM08842,Student Affairs,Payment Issue,High,Email,3.66,7,1,57.16,2,Resolved
ADM08843,Finance,Accommodation Request,High,Walk-in,1.77,7,0,32.09,2,Resolved
ADM08844,Student Affairs,Accommodation Request,Low,Phone,15.31,4,0,48.24,3,Resolved
ADM08845,Registrar,Transcript Request,Low,Portal,7.21,6,0,28.72,4,Resolved
ADM08846,Library,Fee Statement,Medium,Phone,4.97,5,0,30.97,2,Resolved
ADM08847,Academic Affairs,Graduation Clearance,Medium,Helpdesk,2.83,2,1,47.68,4,Escalated
ADM08848,IT,Fee Statement,Low,Portal,13.35,8,0,44.12,2,Pending
ADM08849,Admissions,Application Issue,Medium,Portal,3.71,5,0,31.7,4,Resolved
ADM08850,Registrar,Fee Statement,Medium,Helpdesk,3.5,4,0,26.97,2,Resolved
ADM08851,Academic Affairs,Student ID Issue,Medium,Walk-in,2.86,9,0,18.3,3,Resolved
ADM08852,Admissions,Portal Access,Medium,Walk-in,8.12,3,0,17.32,4,Resolved
ADM08853,Registrar,Transcript Request,Low,Portal,16.79,3,0,37.26,4,Resolved
ADM08854,IT,Portal Access,Low,Portal,7.14,3,1,24.91,3,Escalated
ADM08855,Admissions,Portal Access,Medium,Portal,5.78,3,0,8.85,5,Resolved
ADM08856,Registrar,Transcript Request,Medium,Phone,7.29,3,0,26.18,4,Resolved
ADM08857,Registrar,Portal Access,High,Portal,4.45,2,0,9.67,5,Resolved
ADM08858,Registrar,Portal Access,Low,Walk-in,5.19,3,1,19.28,5,Escalated
ADM08859,IT,Portal Access,High,Helpdesk,2.13,4,0,11.73,4,Resolved
ADM08860,IT,Graduation Clearance,Medium,Portal,6.93,2,0,35.06,3,Resolved
ADM08861,Admissions,Application Issue,Medium,Portal,2.12,3,0,26.45,2,Resolved
ADM08862,Student Affairs,Password Reset,Medium,Phone,3.95,5,1,22.51,5,Escalated
ADM08863,Student Affairs,Graduation Clearance,Medium,Email,7.96,3,1,48.59,1,Resolved
ADM08864,IT,Application Issue,Medium,Helpdesk,4.85,4,1,37.1,2,Escalated
ADM08865,Registrar,Exam or Assessment Issue,Medium,Phone,2.68,6,0,38.05,3,Resolved
ADM08866,IT,Course Registration,Medium,Email,7.01,4,0,28.02,2,Resolved
ADM08867,Admissions,Graduation Clearance,Medium,Portal,4.0,3,0,33.88,2,Resolved
ADM08868,IT,Accommodation Request,High,Walk-in,3.66,8,1,49.98,1,Resolved
ADM08869,IT,Fee Statement,Medium,Email,9.2,3,0,32.82,2,Resolved
ADM08870,Finance,Transcript Request,Medium,Email,6.22,5,0,30.11,2,Resolved
ADM08871,Academic Affairs,Student ID Issue,High,Portal,3.2,3,1,24.73,2,Resolved
ADM08872,Registrar,Portal Access,High,Walk-in,2.81,2,1,20.43,5,Escalated
ADM08873,IT,Library Issue,Critical,Email,1.67,5,0,19.95,5,Resolved
ADM08874,Registrar,Transcript Request,Low,Phone,8.83,2,0,21.26,5,Resolved
ADM08875,Academic Affairs,Payment Issue,High,Portal,2.31,3,0,35.95,2,Resolved
ADM08876,Registrar,Transcript Request,High,Email,4.53,5,1,41.39,3,Escalated
ADM08877,Registrar,Graduation Clearance,Medium,Portal,7.79,4,0,38.28,2,Resolved
ADM08878,Finance,Graduation Clearance,Medium,Portal,4.56,3,0,37.37,2,Resolved
ADM08879,Finance,Accommodation Request,Critical,Helpdesk,1.7,4,0,27.32,4,Resolved
ADM08880,Registrar,Student ID Issue,Critical,Helpdesk,0.63,2,0,9.69,4,Resolved
ADM08881,IT,Transcript Request,Medium,Email,7.07,3,0,21.96,4,Resolved
ADM08882,Admissions,Student ID Issue,Medium,Portal,9.65,8,0,25.81,3,Resolved
ADM08883,Registrar,Transcript Request,High,Helpdesk,3.09,2,0,19.31,4,Resolved
ADM08884,Finance,Application Issue,Low,Portal,19.99,5,0,49.8,1,Resolved
ADM08885,Student Affairs,Graduation Clearance,Medium,Portal,7.88,2,0,37.12,2,Resolved
ADM08886,IT,Application Issue,Critical,Email,1.76,3,0,26.62,4,Resolved
ADM08887,IT,Graduation Clearance,High,Walk-in,4.86,5,1,49.4,1,Resolved
ADM08888,IT,Password Reset,High,Portal,0.6,4,0,13.37,4,Pending
ADM08889,Finance,Course Registration,Medium,Phone,2.22,1,0,11.16,4,Resolved
ADM08890,Registrar,Graduation Clearance,Medium,Portal,6.76,3,0,33.34,2,Resolved
ADM08891,Finance,Transcript Request,Critical,Email,1.92,5,0,22.76,3,Resolved
ADM08892,Student Affairs,Exam or Assessment Issue,Medium,Email,5.89,4,0,39.01,3,Resolved
ADM08893,Academic Affairs,Exam or Assessment Issue,High,Helpdesk,4.28,6,0,32.59,2,Resolved
ADM08894,Admissions,Portal Access,Medium,Helpdesk,8.14,5,0,22.58,5,Resolved
ADM08895,Registrar,Transcript Request,Medium,Phone,5.99,3,0,25.53,3,Resolved
ADM08896,Registrar,Payment Issue,Low,Email,14.26,8,0,57.98,2,Resolved
ADM08897,Finance,Student ID Issue,Medium,Portal,5.49,5,1,34.1,3,Escalated
ADM08898,IT,Portal Access,Medium,Portal,4.02,2,0,13.21,4,Resolved
ADM08899,Registrar,Graduation Clearance,Low,Portal,21.17,5,0,61.18,1,Resolved
ADM08900,Academic Affairs,Password Reset,Medium,Helpdesk,3.68,5,0,19.13,4,Resolved
ADM08901,Finance,Student ID Issue,Medium,Email,9.26,5,0,22.74,3,Resolved
ADM08902,Academic Affairs,Application Issue,High,Phone,2.12,3,0,26.38,2,Resolved
ADM08903,Library,Library Issue,Low,Portal,4.53,4,0,21.57,4,Resolved
ADM08904,Library,Portal Access,High,Portal,1.26,2,1,15.17,5,Escalated
ADM08905,IT,Application Issue,Low,Phone,21.76,4,0,47.2,2,Resolved
ADM08906,IT,Payment Issue,Low,Portal,6.57,2,0,42.91,2,Resolved
ADM08907,IT,Portal Access,Low,Email,18.78,5,0,35.38,2,Resolved
ADM08908,IT,Portal Access,High,Portal,1.32,3,1,23.38,4,Resolved
ADM08909,IT,Portal Access,Low,Helpdesk,13.98,4,0,23.9,5,Resolved
ADM08910,Academic Affairs,Course Registration,Low,Portal,8.1,5,1,39.56,2,Resolved
ADM08911,Library,Portal Access,Low,Email,10.66,5,0,20.27,3,Resolved
ADM08912,Library,Course Registration,High,Walk-in,1.06,5,1,32.24,2,Resolved
ADM08913,Student Affairs,Application Issue,High,Email,3.0,5,1,36.97,4,Resolved
ADM08914,Registrar,Password Reset,Low,Portal,11.32,3,0,24.66,2,Resolved
